Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Valsartan 250 1211,Prescription,Cream,325 mg,Dr. Reddy's,Depression,Antiprotozoal
Naproxen 2000 DS,Prescription,Syrup,2000 IU,Torrent,Pain relief,Anticoagulant
Insulin 400 DS,Prescription,Cream,400 IU,GlaxoSmithKline,Anxiety,Antibiotic
Rabeprazole 150,OTC,Cream,150 mg,Alembic,Cold & Cough,Antiplatelet
Ofloxacin 375 SR,Prescription,Tablet,375 mg,Bayer,Pain relief,Antihypertensive
Calpol 1000 50,Prescription,Syrup,1000 mg,Cipla,Pain relief,Antacid
Omeprazole DS,OTC,Tablet,60000 IU,Alkem,Hypertension,Anxiolytic
Ranitidine 100 250,OTC,Injection,100 mg,GlaxoSmithKline,Immunity booster,Corticosteroid
Naproxen 250,Prescription,Cream,125 mg,Alembic,Allergy,Anticoagulant
Vitamin C DS 1220,OTC,Syrup,600 IU,Mankind,Throat infection,Antiplatelet
Ranitidine 375 Plus,Prescription,Cream,375 mg,Dr. Reddy's,Skin infection,Corticosteroid
Hydrochlorothiazide 250 1222,Prescription,Injection,750 mg,GlaxoSmithKline,Throat infection,Antidiabetic
Hydrocortisone 250 1223,Prescription,Tablet,50 mg,Mankind,Cold & Cough,Antiprotozoal
Combiflam 450 Forte,Prescription,Tablet,450 mg,Sanofi,Hypertension,Supplement
Ofloxacin,OTC,Tablet,750 mg,Alkem,Diabetes,Antihistamine
Hydralazine 60000 XR,Prescription,Ointment,60000 IU,Sun Pharma,Diabetes,Anxiolytic
Omnacortil 1000,OTC,Cream,75 mg,Merck,Hypertension,Antihypertensive
Telmisartan SR 1228,OTC,Ointment,375 mg,Merck,Cold & Cough,Anxiolytic
Ranitidine XR 1229,OTC,Cream,150 mg,Zydus,Immunity booster,Antihypertensive
Amlodipine 750 500 1230,OTC,Syrup,750 mg,Sanofi,Clot prevention,Antihyperlipidemic
Metoprolol 60000 Forte,Prescription,Ointment,60000 IU,Cipla Ltd,Diabetes,Supplement
Pantoprazole 300,OTC,Injection,300 mg,Merck,Anxiety,Antacid
Ofloxacin 1% XR,Prescription,Injection,1%,Sanofi,Diabetes,Antidiabetic
Hydrocortisone 375 250,Prescription,Tablet,375 mg,Intas,Anxiety,Analgesic
Cefixime 50 1235,Prescription,Drops,450 mg,Bayer,Depression,Analgesic
Rabeprazole 250 SR,Prescription,Cream,250 mg,Lupin,Allergy,Antidepressant
Pantoprazole 400 DS,OTC,Syrup,400 mg,Alembic,Skin infection,Antibiotic
Valsartan 500 1238,OTC,Cream,1000 mg,Novartis,Bacterial infection,Antacid
Omeprazole 450 DS,Prescription,Tablet,450 mg,Sun Pharma,Fever,Diuretic
Loratadine 125 SR,Prescription,Syrup,125 mg,Abbott,Immunity booster,Antibiotic
Telmisartan SR 1241,Prescription,Tablet,500 mg,Sun Pharma,Cold & Cough,Antacid
Losartan 400,Prescription,Cream,400 IU,Cipla,Allergy,Antihistamine
Amlodipine 250 500,Prescription,Injection,250 mg,Alembic,Immunity booster,Antihypertensive
Amikacin 250 SR,OTC,Drops,250 mg,Zydus,Heartburn,Analgesic
Propranolol SR 1245,OTC,Syrup,1000 IU,Dr. Reddy's,Bacterial infection,Antidiabetic
Ranitidine 1000 Forte,Prescription,Cream,1000 mg,Aurobindo,Hypertension,Corticosteroid
Metformin 500 1247,OTC,Capsule,500 mg,Novartis,Anxiety,Antibiotic
Losartan 400 500,Prescription,Ointment,400 mg,Alkem,Skin infection,Anxiolytic
Clarithromycin XR,OTC,Cream,600 IU,Intas,Immunity booster,Diuretic
Insulin 50 1250,OTC,Cream,500 mg,Merck,Depression,Antidepressant
Ibuprofen 325,OTC,Capsule,325 mg,Torrent,Blood pressure,Diuretic
Loratadine DS 1252,OTC,Capsule,2%,Merck,Infection,Corticosteroid
Rosuvastatin 400 50,OTC,Injection,400 IU,Cipla Ltd,Cold & Cough,Antiprotozoal
Atorvastatin 150 1000 1254,OTC,Tablet,150 mg,Sun Pharma,Clot prevention,Antiplatelet
Dolo DS 1255,OTC,Tablet,375 mg,Sun Pharma,Fever,Corticosteroid
Levosalbutamol Forte,OTC,Cream,500 mg,Merck,Pain relief,Supplement
Gentamicin 250 1257,OTC,Tablet,650 mg,Bayer,Diabetes,Antiprotozoal
Montelukast 400 DS,OTC,Capsule,400 mg,Abbott,Infection,Anticoagulant
Paracetamol Forte,OTC,Ointment,75 mg,Abbott,Pain relief,Antibiotic
Azithromycin 375 SR 1260,Prescription,Cream,375 mg,Abbott,Anxiety,Antihyperlipidemic
Hydralazine 250 1261,OTC,Syrup,125 mg,Aurobindo,Heartburn,Antidiabetic
Cefuroxime 600 DS,Prescription,Syrup,600 IU,Aurobindo,Anxiety,Diuretic
Cefixime 325 Forte,OTC,Tablet,325 mg,GlaxoSmithKline,Throat infection,Anxiolytic
Rosuvastatin 100 50,OTC,Ointment,100 mg,Novartis,Immunity booster,Antacid
Amikacin 1000,OTC,Tablet,450 mg,Abbott,Edema,Antidepressant
Erythromycin 0.5% 500,OTC,Syrup,0.50%,Alkem,Inflammation,Supplement
Combiflam 500 XR,Prescription,Injection,500 mg,Bayer,Pain relief,Antihypertensive
Ciprofloxacin 650 250,Prescription,Tablet,650 mg,Aurobindo,Respiratory infection,Antiprotozoal
Ibuprofen 50,Prescription,Ointment,400 mg,Intas,Heartburn,Corticosteroid
Ibuprofen DS 1270,OTC,Ointment,650 mg,Zydus,Blood pressure,Supplement
Rosuvastatin 60000 Plus,Prescription,Capsule,60000 IU,Sanofi,Edema,Anxiolytic
Simvastatin 50 Forte,Prescription,Tablet,50 mg,Abbott,Blood pressure,Antacid
Levofloxacin 325 50,Prescription,Ointment,325 mg,Cipla Ltd,Fever,Antibiotic
Combiflam 50 1274,Prescription,Injection,325 mg,Cipla,Edema,Analgesic
B Complex,OTC,Injection,1%,Sun Pharma,Inflammation,Antibiotic
Becosules 100 50,Prescription,Ointment,100 mg,Alkem,Depression,Diuretic
Aspirin 200 SR,OTC,Capsule,200 mg,Zydus,Pain relief,Antihyperlipidemic
Naproxen 60000 1000,OTC,Tablet,60000 IU,Alkem,Depression,Analgesic
Naproxen DS,Prescription,Tablet,75 mg,Lupin,Bacterial infection,Antidiabetic
Losartan 250 1000 1280,Prescription,Ointment,250 mg,Pfizer,Infection,Antidepressant
Vitamin C Plus,Prescription,Syrup,400 mg,Pfizer,Respiratory infection,Antidiabetic
Rosuvastatin 200 Plus 1282,Prescription,Capsule,200 mg,Intas,Fever,Antibiotic
Hydralazine Forte,Prescription,Capsule,60000 IU,Sanofi,Inflammation,Analgesic
Ofloxacin SR,OTC,Cream,100 mg,Novartis,Inflammation,Antidepressant
Fluoxetine 250 1285,OTC,Cream,125 mg,Merck,Bacterial infection,Antiplatelet
Vitamin D3 DS 1286,Prescription,Capsule,375 mg,GlaxoSmithKline,Immunity booster,Antidiabetic
Doxycycline XR,Prescription,Syrup,750 mg,Lupin,Respiratory infection,Antiplatelet
Warfarin XR 1288,Prescription,Ointment,2000 IU,Pfizer,Immunity booster,Anticoagulant
Metoprolol SR,Prescription,Drops,0.50%,Intas,Hypertension,Anticoagulant
Zincovit 125 Plus,Prescription,Cream,125 mg,Mankind,Inflammation,Antidiabetic
Salbutamol 2000 Forte,OTC,Injection,2000 IU,Alkem,Blood pressure,Anxiolytic
Simvastatin 500,Prescription,Tablet,150 mg,Dr. Reddy's,Infection,Antihyperlipidemic
Warfarin 2000 1000,Prescription,Drops,2000 IU,Aurobindo,Immunity booster,Anxiolytic
Calpol 400 XR,OTC,Drops,400 mg,Sun Pharma,Infection,Anxiolytic
Valsartan DS 1295,Prescription,Syrup,1%,Merck,Hypertension,Anxiolytic
Levocetirizine 60000 50,OTC,Cream,60000 IU,Intas,Respiratory infection,Antidepressant
Cefixime 750 500,Prescription,Ointment,750 mg,Zydus,Immunity booster,Antacid
Aspirin 650 DS,Prescription,Syrup,650 mg,Dr. Reddy's,Hypertension,Analgesic
Metoprolol 325 Forte,Prescription,Tablet,325 mg,GlaxoSmithKline,Anxiety,Antihyperlipidemic
Losartan 750 Plus,OTC,Syrup,750 mg,Alkem,Cold & Cough,Corticosteroid
Amlodipine 150 Forte 1301,OTC,Tablet,150 mg,Cipla Ltd,Pain relief,Antiprotozoal
Sertraline 400 1000,OTC,Syrup,400 IU,Torrent,Anxiety,Anticoagulant
Vitamin C 750 500,OTC,Drops,750 mg,Zydus,Edema,Antiprotozoal
Vitamin C 500,OTC,Syrup,150 mg,Lupin,Immunity booster,Anxiolytic
Metformin 400 DS 1305,OTC,Drops,400 mg,Glenmark,Pain relief,Supplement
Amlodipine 1000 1306,OTC,Capsule,75 mg,Mankind,Inflammation,Supplement
Enalapril 325 Forte,Prescription,Ointment,325 mg,Dr. Reddy's,Clot prevention,Antacid
Omeprazole Forte 1308,OTC,Tablet,100 mg,Pfizer,Infection,Antidiabetic
Fluoxetine 200 50,Prescription,Cream,200 mg,Sanofi,Inflammation,Antihypertensive
Salbutamol DS,OTC,Syrup,200 mg,Merck,Clot prevention,Corticosteroid
Salbutamol 1000 250,OTC,Tablet,1000 mg,Alembic,Throat infection,Antidiabetic
Doxycycline 125 Forte,Prescription,Drops,125 mg,Zydus,Respiratory infection,Anxiolytic
Prednisolone SR,Prescription,Cream,1000 mg,Pfizer,Immunity booster,Analgesic
Calpol 650 Plus 1314,Prescription,Syrup,650 mg,Glenmark,Throat infection,Supplement
Propranolol 500 1315,Prescription,Injection,325 mg,Abbott,Vitamin deficiency,Antidepressant
Metoprolol 650,OTC,Cream,650 mg,Torrent,Diabetes,Anticoagulant
Montelukast DS,OTC,Ointment,50 mg,Sanofi,Infection,Corticosteroid
Cefuroxime 60000 DS,OTC,Cream,60000 IU,Torrent,Respiratory infection,Antiplatelet
Ranitidine SR 1319,OTC,Syrup,2000 IU,Dr. Reddy's,Respiratory infection,Antihistamine
Hydrocortisone Forte,OTC,Ointment,300 mg,Cipla,Bacterial infection,Antibiotic
Warfarin 400 250,Prescription,Tablet,400 IU,Abbott,Immunity booster,Analgesic
Becosules XR,OTC,Ointment,2000 IU,Alkem,Infection,Antibiotic
Metformin 650 1000,OTC,Tablet,650 mg,Intas,Skin infection,Antihypertensive
Bisoprolol 1000 50,OTC,Syrup,1000 IU,Alkem,Edema,Antihypertensive
Amlodipine 2% Plus,Prescription,Injection,2%,Lupin,Immunity booster,Supplement
Fluoxetine 300 Plus,Prescription,Drops,300 mg,Sanofi,Respiratory infection,Corticosteroid
Sertraline 50 XR,OTC,Injection,50 mg,GlaxoSmithKline,Clot prevention,Anticoagulant
Amlodipine 100 Plus,OTC,Capsule,100 mg,Merck,Inflammation,Antihypertensive
Atorvastatin 1000 SR,OTC,Tablet,1000 mg,Merck,Depression,Supplement
Combiflam 400 DS,Prescription,Ointment,400 IU,Cipla,Depression,Anxiolytic
Ciprofloxacin 60000 1000,OTC,Syrup,60000 IU,Bayer,Clot prevention,Antiplatelet
Fluoxetine XR 1332,Prescription,Capsule,1%,Cipla,Allergy,Antiplatelet
Amikacin XR,OTC,Tablet,750 mg,Pfizer,Clot prevention,Antihyperlipidemic
Salbutamol 650 1000,Prescription,Tablet,650 mg,Pfizer,Anxiety,Anxiolytic
Simvastatin 450 Plus 1335,OTC,Capsule,450 mg,Alembic,Bacterial infection,Antidepressant
Ciprofloxacin 1% 50,Prescription,Injection,1%,Bayer,Heartburn,Antiprotozoal
Levofloxacin 1000 SR,Prescription,Capsule,1000 mg,Mankind,Clot prevention,Antibiotic
Rabeprazole 250 1338,OTC,Cream,250 mg,Bayer,Vitamin deficiency,Antibiotic
Azithromycin 200 50,OTC,Syrup,200 mg,Cipla,Heartburn,Antacid
Calpol 375 250,Prescription,Syrup,375 mg,Aurobindo,Blood pressure,Antidepressant
Ofloxacin 150 Forte,OTC,Syrup,150 mg,Dr. Reddy's,Depression,Anticoagulant
Amlodipine SR 1342,Prescription,Syrup,60000 IU,Intas,Inflammation,Anticoagulant
Becosules 1000 50,OTC,Ointment,1000 mg,Abbott,Heartburn,Antibiotic
Simvastatin 200 50,OTC,Syrup,200 mg,Lupin,Pain relief,Antihyperlipidemic
Warfarin 1000 500,OTC,Capsule,1000 mg,Aurobindo,Skin infection,Supplement
Gentamicin 450 250,Prescription,Cream,450 mg,Lupin,Cold & Cough,Diuretic
Ciprofloxacin SR 1347,Prescription,Cream,1%,Bayer,Clot prevention,Anxiolytic
Levosalbutamol Plus 1348,OTC,Tablet,650 mg,GlaxoSmithKline,Edema,Corticosteroid
Ofloxacin DS,OTC,Injection,250 mg,GlaxoSmithKline,Allergy,Antiprotozoal
Amikacin 450 1350,OTC,Cream,450 mg,Alembic,Vitamin deficiency,Antibiotic
Valsartan DS 1351,Prescription,Tablet,60000 IU,Alkem,Clot prevention,Supplement
Amoxicillin Plus 1352,OTC,Ointment,75 mg,Merck,Cold & Cough,Antidepressant
B Complex 125 500,OTC,Cream,125 mg,Mankind,Allergy,Diuretic
Ramipril 125 SR,OTC,Syrup,125 mg,Zydus,Blood pressure,Antacid
Rabeprazole 50 Forte,Prescription,Drops,50 mg,Dr. Reddy's,Inflammation,Anxiolytic
Rosuvastatin 500 DS,OTC,Tablet,500 mg,Torrent,Bacterial infection,Antihyperlipidemic
Loratadine 750 Plus,OTC,Drops,750 mg,Novartis,Throat infection,Antihyperlipidemic
Salbutamol 450,Prescription,Cream,450 mg,Lupin,Inflammation,Antiprotozoal
B Complex 100 XR,OTC,Capsule,100 mg,Glenmark,Inflammation,Antidepressant
Pantoprazole 50 1360,Prescription,Injection,50 mg,Lupin,Immunity booster,Antacid
Bisoprolol 150 Forte,Prescription,Drops,150 mg,Alembic,Allergy,Antacid
Omeprazole 50 1362,Prescription,Capsule,300 mg,Dr. Reddy's,Anxiety,Antacid
Diclofenac 1000 500,Prescription,Syrup,1000 mg,Novartis,Edema,Diuretic
Salbutamol 500 SR,OTC,Drops,500 mg,Pfizer,Respiratory infection,Antidepressant
Propranolol 325 Plus,OTC,Syrup,325 mg,Torrent,Edema,Antacid
Amoxicillin 200 XR,Prescription,Cream,200 mg,Glenmark,Respiratory infection,Anticoagulant
Metronidazole 50 1367,Prescription,Ointment,1000 IU,Cipla,Allergy,Supplement
Furosemide 125 DS,Prescription,Syrup,125 mg,Dr. Reddy's,Edema,Antiplatelet
Levocetirizine 750,Prescription,Drops,750 mg,Sanofi,Clot prevention,Diuretic
Crocin 400 Plus,Prescription,Syrup,400 mg,Sun Pharma,Immunity booster,Corticosteroid
Simvastatin 1000 1371,Prescription,Cream,650 mg,Cipla,Allergy,Antiplatelet
Cetirizine 60000 Plus,OTC,Capsule,60000 IU,Glenmark,Pain relief,Antibiotic
Combiflam 2000 SR,Prescription,Tablet,2000 IU,Mankind,Heartburn,Antiprotozoal
Levocetirizine 200 Plus,OTC,Injection,200 mg,Lupin,Immunity booster,Antihyperlipidemic
Naproxen 1000 1000,OTC,Syrup,1000 IU,Zydus,Clot prevention,Antiplatelet
Naproxen 250 1376,Prescription,Drops,1000 mg,Abbott,Diabetes,Supplement
Omeprazole 150 DS,Prescription,Syrup,150 mg,Pfizer,Cold & Cough,Supplement
Sertraline 50 XR 1378,OTC,Ointment,50 mg,Abbott,Respiratory infection,Antihistamine
Levofloxacin 60000 1000,Prescription,Tablet,60000 IU,Abbott,Hypertension,Antidiabetic
Ranitidine 650,Prescription,Drops,650 mg,Dr. Reddy's,Throat infection,Antihyperlipidemic
Calpol 1000 Plus,Prescription,Capsule,1000 mg,Dr. Reddy's,Skin infection,Antidepressant
Insulin 100 XR 1382,OTC,Drops,100 mg,Sanofi,Fever,Antihyperlipidemic
Doxycycline SR,OTC,Injection,500 mg,Sanofi,Throat infection,Corticosteroid
Azithromycin Plus,Prescription,Cream,125 mg,GlaxoSmithKline,Clot prevention,Anxiolytic
Levofloxacin 1000,Prescription,Cream,0.50%,Sanofi,Infection,Antihyperlipidemic
Paracetamol 2% DS,OTC,Cream,2%,Cipla Ltd,Edema,Supplement
Azithromycin 500,Prescription,Syrup,125 mg,Sun Pharma,Cold & Cough,Antidepressant
Clopidogrel Plus 1388,OTC,Cream,375 mg,Alkem,Allergy,Antacid
Clarithromycin 400 250,OTC,Cream,400 mg,Zydus,Respiratory infection,Anxiolytic
Amoxicillin 300 1000,OTC,Capsule,300 mg,Mankind,Clot prevention,Supplement
Telmisartan Plus 1391,OTC,Ointment,750 mg,Novartis,Inflammation,Antidiabetic
Amoxicillin 75 XR,OTC,Injection,75 mg,Novartis,Infection,Antihistamine
Simvastatin 50 Plus,Prescription,Drops,50 mg,Lupin,Throat infection,Antibiotic
Levosalbutamol Forte 1394,OTC,Drops,375 mg,Sun Pharma,Respiratory infection,Anticoagulant
Furosemide 650 Forte,OTC,Syrup,650 mg,Novartis,Pain relief,Anticoagulant
Prednisolone 325 SR,OTC,Tablet,325 mg,Pfizer,Hypertension,Antacid
Becosules 400 500,OTC,Tablet,400 mg,Glenmark,Immunity booster,Antibiotic
Montelukast 750 Plus 1398,Prescription,Cream,750 mg,Sanofi,Clot prevention,Antiprotozoal
Fluoxetine 400,Prescription,Capsule,400 mg,Bayer,Clot prevention,Antihypertensive
Sertraline 325 SR,OTC,Drops,325 mg,Merck,Blood pressure,Antihistamine
Atorvastatin 450 Forte,Prescription,Injection,450 mg,Bayer,Fever,Antihyperlipidemic
Montelukast 450 50,Prescription,Ointment,450 mg,Cipla,Anxiety,Antiplatelet
Amikacin 500,OTC,Injection,1%,Cipla Ltd,Diabetes,Antibiotic
Prednisolone 125 Forte,OTC,Ointment,125 mg,Dr. Reddy's,Skin infection,Antiplatelet
Hydrocortisone DS 1405,Prescription,Syrup,650 mg,GlaxoSmithKline,Diabetes,Antidepressant
Hydrochlorothiazide 500 DS,Prescription,Injection,500 mg,Bayer,Anxiety,Diuretic
Simvastatin 200 500,OTC,Cream,200 mg,Glenmark,Edema,Antidepressant
Levocetirizine XR,Prescription,Capsule,650 mg,Cipla,Cold & Cough,Antihypertensive
Omeprazole 100 50,Prescription,Tablet,100 mg,Glenmark,Cold & Cough,Antihypertensive
Cetirizine 50,OTC,Drops,100 mg,Cipla Ltd,Skin infection,Antiplatelet
Warfarin 600 Forte,OTC,Capsule,600 IU,Merck,Heartburn,Antihistamine
Omeprazole 50 Plus,Prescription,Injection,50 mg,Abbott,Cold & Cough,Antidiabetic
Crocin SR,Prescription,Ointment,2%,Dr. Reddy's,Immunity booster,Antidiabetic
Loratadine XR,Prescription,Ointment,75 mg,Novartis,Clot prevention,Diuretic
Metronidazole XR 1415,OTC,Drops,1000 IU,Cipla Ltd,Blood pressure,Anxiolytic
Ibuprofen 75 500,Prescription,Ointment,75 mg,Sun Pharma,Respiratory infection,Supplement
Cefuroxime 750 1000,OTC,Tablet,750 mg,Mankind,Depression,Corticosteroid
Metoprolol 50 1418,Prescription,Injection,125 mg,Glenmark,Hypertension,Antiprotozoal
Crocin 125 500,OTC,Injection,125 mg,Merck,Immunity booster,Corticosteroid
Zincovit 750 DS,Prescription,Drops,750 mg,Alkem,Inflammation,Antacid
Hydralazine 150,OTC,Capsule,150 mg,GlaxoSmithKline,Inflammation,Antihistamine
Cefuroxime 200 Plus,Prescription,Injection,200 mg,Bayer,Anxiety,Antihyperlipidemic
Amikacin SR 1423,Prescription,Drops,375 mg,Abbott,Fever,Diuretic
Ciprofloxacin 50 50,Prescription,Injection,50 mg,Cipla Ltd,Allergy,Antihistamine
Cefixime 400 SR,Prescription,Ointment,400 mg,Merck,Allergy,Diuretic
Insulin 500 500,OTC,Syrup,500 mg,Abbott,Anxiety,Antihypertensive
Dolo SR 1427,Prescription,Injection,125 mg,Bayer,Inflammation,Antiprotozoal
Salbutamol,OTC,Syrup,60000 IU,Sun Pharma,Skin infection,Antidepressant
Amlodipine 325 DS,OTC,Ointment,325 mg,Sun Pharma,Edema,Anticoagulant
Insulin Forte,OTC,Capsule,200 mg,Bayer,Allergy,Analgesic
Rabeprazole 325 50,OTC,Drops,325 mg,Lupin,Hypertension,Antiplatelet
Combiflam 300,Prescription,Injection,300 mg,Zydus,Blood pressure,Antiprotozoal
Levosalbutamol 100,OTC,Injection,100 mg,Lupin,Clot prevention,Antihypertensive
Amlodipine 1000 1000,OTC,Cream,1000 mg,Pfizer,Diabetes,Anxiolytic
Hydrochlorothiazide 250 500,Prescription,Tablet,250 mg,Alkem,Throat infection,Anticoagulant
Becosules 400 500 1436,Prescription,Drops,400 mg,Alembic,Depression,Diuretic
Sertraline Forte,OTC,Ointment,375 mg,Dr. Reddy's,Clot prevention,Analgesic
Doxycycline 200 1000,Prescription,Drops,200 mg,Alembic,Diabetes,Antiprotozoal
Enalapril 200 500,OTC,Ointment,200 mg,Abbott,Heartburn,Antacid
Warfarin 1000 Plus,Prescription,Cream,1000 mg,Torrent,Inflammation,Antidepressant
Pantoprazole DS 1441,OTC,Cream,500 mg,Dr. Reddy's,Vitamin deficiency,Antiplatelet
Rabeprazole 500 1442,Prescription,Capsule,650 mg,Alkem,Clot prevention,Antiprotozoal
Ramipril 375 Plus,Prescription,Ointment,375 mg,Glenmark,Edema,Antacid
Vitamin C 650 50,Prescription,Tablet,650 mg,Pfizer,Respiratory infection,Antidepressant
Propranolol 1% SR,OTC,Capsule,1%,Alkem,Anxiety,Diuretic
Clopidogrel 500 1446,OTC,Ointment,500 mg,Torrent,Cold & Cough,Antiplatelet
Vitamin D3 300 Plus,Prescription,Drops,300 mg,Intas,Clot prevention,Analgesic
Gentamicin 1000 250,Prescription,Tablet,1000 mg,Zydus,Pain relief,Antidepressant
Levofloxacin Plus 1449,OTC,Injection,750 mg,Mankind,Infection,Antihistamine
Rabeprazole 600 250,OTC,Cream,600 IU,Lupin,Edema,Antihypertensive
Doxycycline 325 50,Prescription,Drops,325 mg,Cipla,Hypertension,Corticosteroid
Gentamicin XR,Prescription,Ointment,1000 IU,Bayer,Heartburn,Antihyperlipidemic
Doxycycline 450 500,Prescription,Syrup,450 mg,Cipla Ltd,Fever,Antihyperlipidemic
Losartan 250,OTC,Cream,1000 mg,GlaxoSmithKline,Fever,Anticoagulant
Vitamin C,Prescription,Syrup,1%,Intas,Vitamin deficiency,Antidepressant
Metformin 125 XR,OTC,Cream,125 mg,Bayer,Cold & Cough,Antidepressant
Ranitidine XR 1457,Prescription,Injection,650 mg,Mankind,Vitamin deficiency,Antibiotic
Levocetirizine 50 1458,Prescription,Cream,650 mg,Alembic,Fever,Anticoagulant
Bisoprolol 300 250,OTC,Syrup,300 mg,Abbott,Inflammation,Antidepressant
Gentamicin DS 1460,Prescription,Drops,250 mg,Intas,Hypertension,Antihypertensive
Gentamicin 200 SR 1461,OTC,Ointment,200 mg,Mankind,Blood pressure,Antihistamine
Pantoprazole XR,OTC,Capsule,400 mg,Alembic,Allergy,Supplement
Becosules Forte,OTC,Capsule,0.50%,Bayer,Diabetes,Diuretic
Rosuvastatin 250 250 1464,Prescription,Injection,250 mg,Sanofi,Heartburn,Antihypertensive
Gentamicin 125 250,OTC,Cream,125 mg,Intas,Bacterial infection,Antibiotic
Cetirizine Forte,Prescription,Drops,1000 mg,Glenmark,Throat infection,Antihypertensive
Ciprofloxacin 1000 XR,OTC,Injection,1000 IU,Cipla,Fever,Supplement
Propranolol 125 250,Prescription,Ointment,125 mg,Lupin,Throat infection,Diuretic
Cefixime Plus 1469,Prescription,Injection,100 mg,Cipla,Depression,Anxiolytic
Cefixime 300 DS,OTC,Capsule,300 mg,Novartis,Hypertension,Antihyperlipidemic
Diclofenac 75 500,OTC,Ointment,75 mg,Alembic,Respiratory infection,Anticoagulant
Hydrocortisone SR,OTC,Drops,200 mg,Dr. Reddy's,Respiratory infection,Antiprotozoal
Simvastatin 400 XR,Prescription,Injection,400 IU,GlaxoSmithKline,Depression,Anticoagulant
Doxycycline 1000,Prescription,Tablet,1000 IU,Mankind,Throat infection,Analgesic
Sertraline 200 250,OTC,Syrup,200 mg,Abbott,Infection,Supplement
Metformin XR 1476,Prescription,Capsule,1%,Cipla Ltd,Fever,Antacid
Furosemide 1000 500,Prescription,Cream,1000 IU,Zydus,Clot prevention,Antidiabetic
Amikacin 300 50,OTC,Capsule,300 mg,Lupin,Diabetes,Anxiolytic
Prednisolone 400 Plus,Prescription,Capsule,400 IU,Alembic,Vitamin deficiency,Anxiolytic
Rabeprazole 500 1480,OTC,Syrup,325 mg,Pfizer,Respiratory infection,Antidepressant
Pantoprazole 50 1481,Prescription,Drops,75 mg,Sun Pharma,Heartburn,Antihyperlipidemic
Paracetamol 300 SR,Prescription,Tablet,300 mg,Intas,Clot prevention,Antidiabetic
Ramipril 500 DS,OTC,Injection,500 mg,Cipla Ltd,Depression,Antiplatelet
Vitamin D3 400 XR,OTC,Syrup,400 mg,Glenmark,Clot prevention,Corticosteroid
Fluoxetine 500 1485,Prescription,Tablet,400 mg,GlaxoSmithKline,Throat infection,Antidepressant
Ibuprofen 1000,OTC,Tablet,300 mg,Aurobindo,Anxiety,Antihyperlipidemic
Enalapril 650 DS 1487,OTC,Ointment,650 mg,Novartis,Allergy,Supplement
Metoprolol 1000,OTC,Drops,300 mg,GlaxoSmithKline,Bacterial infection,Anticoagulant
Gentamicin SR,Prescription,Cream,75 mg,Abbott,Bacterial infection,Antihyperlipidemic
